,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1629622,2019-20,00,1610612741,CHI,24.0,2,0,6.0,2,3,0.667,0,1,0.0,1,1,1.0,1,0,1,0,0,0,0,1,5
1,1629622,2020-21,00,1610612748,MIA,25.0,39,0,507.0,85,187,0.455,50,148,0.338,16,24,0.667,5,36,41,24,11,2,8,43,236
