,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1629605,2019-20,00,1610612738,BOS,24.0,7,0,33.0,11,14,0.786,0,0,0.0,1,3,0.333,1,14,15,1,1,4,3,7,23
1,1629605,2020-21,00,1610612738,BOS,25.0,19,0,136.0,21,29,0.724,0,0,0.0,5,15,0.333,16,36,52,3,1,20,6,22,47
